Arc_ID,aquifer_groundwater_recharge_fator,GTEMP_1971_2000,max_groundwater_recharge,max_soil_water_content,mean_basin_slope_class,open_water_fraction,permanent_snow_ice_fraction,cell_area,super_basin_id,basin_identifier,area_max_soil,gamma,upstream_cell_area,upstream_cell_area_max_soil,max_soil_water_content_weight,aquifer_groundwater_recharge_fator_weight,GTEMP_1971_2000_weight,max_groundwater_recharge_weight,mean_basin_slope_class_weight,open_water_fraction_weight,permanent_snow_ice_fraction_weight,ln_gamma,gamma_estimated,gamma_final
7731,100,-17.16,450.0,20.5,49,0.0,95,1128.5166,5424,2999480,1128.5166,0.12499567324320715,41703.9055,41703.9055,24.414662620746633,84.35994616859085,-17.791582515695083,450.0,48.32277241276599,1.606023491756881,95.0,-2.079476156333259,0.1755713602487612,0.12499567324320715
7732,100,-16.45,450.0,39.5,43,2.3185,95,1128.5166,5424,2999480,1128.5166,0.12499567324320715,41703.9055,41703.9055,24.414662620746633,84.35994616859085,-17.791582515695083,450.0,48.32277241276599,1.606023491756881,95.0,-2.079476156333259,0.1755713602487612,0.12499567324320715
7733,100,-16.28,450.0,50.5,44,1.88118,95,1128.5166,5424,2999480,1128.5166,0.12499567324320715,41703.9055,41703.9055,24.414662620746633,84.35994616859085,-17.791582515695083,450.0,48.32277241276599,1.606023491756881,95.0,-2.079476156333259,0.1755713602487612,0.12499567324320715
7734,100,-16.42,450.0,58.0,45,2.88192,95,1128.5166,5424,2999480,1128.5166,0.12499567324320715,41703.9055,41703.9055,24.414662620746633,84.35994616859085,-17.791582515695083,450.0,48.32277241276599,1.606023491756881,95.0,-2.079476156333259,0.1755713602487612,0.12499567324320715
8281,70,-22.06,450.0,48.0,57,8.7732,95,1153.705,5424,2999480,1153.705,0.12499567324320715,41703.9055,41703.9055,24.414662620746633,84.35994616859085,-17.791582515695083,450.0,48.32277241276599,1.606023491756881,95.0,-2.079476156333259,0.1755713602487612,0.12499567324320715
8282,70,-20.27,450.0,24.0,55,11.7478,95,1153.705,5424,2999480,1153.705,0.12499567324320715,41703.9055,41703.9055,24.414662620746633,84.35994616859085,-17.791582515695083,450.0,48.32277241276599,1.606023491756881,95.0,-2.079476156333259,0.1755713602487612,0.12499567324320715
8286,100,-17.29,450.0,18.5,47,0.0,95,1153.705,5424,2999480,1153.705,0.12499567324320715,41703.9055,41703.9055,24.414662620746633,84.35994616859085,-17.791582515695083,450.0,48.32277241276599,1.606023491756881,95.0,-2.079476156333259,0.1755713602487612,0.12499567324320715
8287,100,-16.75,450.0,44.0,45,3.89972,95,1153.705,5424,2999480,1153.705,0.12499567324320715,41703.9055,41703.9055,24.414662620746633,84.35994616859085,-17.791582515695083,450.0,48.32277241276599,1.606023491756881,95.0,-2.079476156333259,0.1755713602487612,0.12499567324320715
8288,100,-15.91,450.0,39.5,46,2.5,95,1153.705,5424,2999480,1153.705,0.12499567324320715,41703.9055,41703.9055,24.414662620746633,84.35994616859085,-17.791582515695083,450.0,48.32277241276599,1.606023491756881,95.0,-2.079476156333259,0.1755713602487612,0.12499567324320715
8289,100,-16.17,450.0,58.0,45,0.91729,95,1153.705,5424,2999480,1153.705,0.12499567324320715,41703.9055,41703.9055,24.414662620746633,84.35994616859085,-17.791582515695083,450.0,48.32277241276599,1.606023491756881,95.0,-2.079476156333259,0.1755713602487612,0.12499567324320715
8290,100,-16.44,450.0,78.0,46,0.0,95,1153.705,5424,2999480,1153.705,0.12499567324320715,41703.9055,41703.9055,24.414662620746633,84.35994616859085,-17.791582515695083,450.0,48.32277241276599,1.606023491756881,95.0,-2.079476156333259,0.1755713602487612,0.12499567324320715
8852,70,-20.86,450.0,24.0,58,8.9154,95,1178.7997,5424,2999480,1178.7997,0.12499567324320715,41703.9055,41703.9055,24.414662620746633,84.35994616859085,-17.791582515695083,450.0,48.32277241276599,1.606023491756881,95.0,-2.079476156333259,0.1755713602487612,0.12499567324320715
8853,70,-19.3,450.0,23.5,54,0.9043,95,1178.7997,5424,2999480,1178.7997,0.12499567324320715,41703.9055,41703.9055,24.414662620746633,84.35994616859085,-17.791582515695083,450.0,48.32277241276599,1.606023491756881,95.0,-2.079476156333259,0.1755713602487612,0.12499567324320715
8854,70,-18.27,450.0,18.0,50,0.0,95,1178.7997,5424,2999480,1178.7997,0.12499567324320715,41703.9055,41703.9055,24.414662620746633,84.35994616859085,-17.791582515695083,450.0,48.32277241276599,1.606023491756881,95.0,-2.079476156333259,0.1755713602487612,0.12499567324320715
8855,70,-17.59,450.0,14.5,47,0.0,95,1178.7997,5424,2999480,1178.7997,0.12499567324320715,41703.9055,41703.9055,24.414662620746633,84.35994616859085,-17.791582515695083,450.0,48.32277241276599,1.606023491756881,95.0,-2.079476156333259,0.1755713602487612,0.12499567324320715
8856,100,-16.72,450.0,12.0,42,0.0,95,1178.7997,5424,2999480,1178.7997,0.12499567324320715,41703.9055,41703.9055,24.414662620746633,84.35994616859085,-17.791582515695083,450.0,48.32277241276599,1.606023491756881,95.0,-2.079476156333259,0.1755713602487612,0.12499567324320715
8857,100,-16.5,450.0,12.0,43,2.70974,95,1178.7997,5424,2999480,1178.7997,0.12499567324320715,41703.9055,41703.9055,24.414662620746633,84.35994616859085,-17.791582515695083,450.0,48.32277241276599,1.606023491756881,95.0,-2.079476156333259,0.1755713602487612,0.12499567324320715
8858,100,-16.78,450.0,12.0,44,0.44489,95,1178.7997,5424,2999480,1178.7997,0.12499567324320715,41703.9055,41703.9055,24.414662620746633,84.35994616859085,-17.791582515695083,450.0,48.32277241276599,1.606023491756881,95.0,-2.079476156333259,0.1755713602487612,0.12499567324320715
8859,100,-16.24,450.0,12.0,43,0.0,95,1178.7997,5424,2999480,1178.7997,0.12499567324320715,41703.9055,41703.9055,24.414662620746633,84.35994616859085,-17.791582515695083,450.0,48.32277241276599,1.606023491756881,95.0,-2.079476156333259,0.1755713602487612,0.12499567324320715
9424,70,-20.67,450.0,24.0,56,1.1058,95,1203.7987,5424,2999480,1203.7987,0.12499567324320715,41703.9055,41703.9055,24.414662620746633,84.35994616859085,-17.791582515695083,450.0,48.32277241276599,1.606023491756881,95.0,-2.079476156333259,0.1755713602487612,0.12499567324320715
9425,70,-19.32,450.0,19.0,54,0.0554,95,1203.7987,5424,2999480,1203.7987,0.12499567324320715,41703.9055,41703.9055,24.414662620746633,84.35994616859085,-17.791582515695083,450.0,48.32277241276599,1.606023491756881,95.0,-2.079476156333259,0.1755713602487612,0.12499567324320715
9426,70,-17.43,450.0,14.5,46,0.0,95,1203.7987,5424,2999480,1203.7987,0.12499567324320715,41703.9055,41703.9055,24.414662620746633,84.35994616859085,-17.791582515695083,450.0,48.32277241276599,1.606023491756881,95.0,-2.079476156333259,0.1755713602487612,0.12499567324320715
9427,70,-16.7,450.0,12.0,44,0.0,95,1203.7987,5424,2999480,1203.7987,0.12499567324320715,41703.9055,41703.9055,24.414662620746633,84.35994616859085,-17.791582515695083,450.0,48.32277241276599,1.606023491756881,95.0,-2.079476156333259,0.1755713602487612,0.12499567324320715
9428,70,-16.68,450.0,12.0,45,0.0,95,1203.7987,5424,2999480,1203.7987,0.12499567324320715,41703.9055,41703.9055,24.414662620746633,84.35994616859085,-17.791582515695083,450.0,48.32277241276599,1.606023491756881,95.0,-2.079476156333259,0.1755713602487612,0.12499567324320715
10003,70,-18.91,450.0,22.0,53,0.60636,95,1228.7002,5424,2999480,1228.7002,0.12499567324320715,41703.9055,41703.9055,24.414662620746633,84.35994616859085,-17.791582515695083,450.0,48.32277241276599,1.606023491756881,95.0,-2.079476156333259,0.1755713602487612,0.12499567324320715
10004,70,-17.69,450.0,12.0,47,0.39288,95,1228.7002,5424,2999480,1228.7002,0.12499567324320715,41703.9055,41703.9055,24.414662620746633,84.35994616859085,-17.791582515695083,450.0,48.32277241276599,1.606023491756881,95.0,-2.079476156333259,0.1755713602487612,0.12499567324320715
10005,70,-17.08,450.0,12.0,45,0.51473,95,1228.7002,5424,2999480,1228.7002,0.12499567324320715,41703.9055,41703.9055,24.414662620746633,84.35994616859085,-17.791582515695083,450.0,48.32277241276599,1.606023491756881,95.0,-2.079476156333259,0.1755713602487612,0.12499567324320715
10006,100,-16.96,450.0,12.0,46,0.05889,95,1228.7002,5424,2999480,1228.7002,0.12499567324320715,41703.9055,41703.9055,24.414662620746633,84.35994616859085,-17.791582515695083,450.0,48.32277241276599,1.606023491756881,95.0,-2.079476156333259,0.1755713602487612,0.12499567324320715
10007,100,-16.92,450.0,12.0,46,0.13883,95,1228.7002,5424,2999480,1228.7002,0.12499567324320715,41703.9055,41703.9055,24.414662620746633,84.35994616859085,-17.791582515695083,450.0,48.32277241276599,1.606023491756881,95.0,-2.079476156333259,0.1755713602487612,0.12499567324320715
10609,70,-18.92,450.0,23.5,59,3.92731,95,1253.502,5424,2999480,1253.502,0.12499567324320715,41703.9055,41703.9055,24.414662620746633,84.35994616859085,-17.791582515695083,450.0,48.32277241276599,1.606023491756881,95.0,-2.079476156333259,0.1755713602487612,0.12499567324320715
10610,70,-18.71,450.0,21.0,53,0.65685,95,1253.502,5424,2999480,1253.502,0.12499567324320715,41703.9055,41703.9055,24.414662620746633,84.35994616859085,-17.791582515695083,450.0,48.32277241276599,1.606023491756881,95.0,-2.079476156333259,0.1755713602487612,0.12499567324320715
10611,70,-19.23,450.0,18.0,51,0.09214,95,1253.502,5424,2999480,1253.502,0.12499567324320715,41703.9055,41703.9055,24.414662620746633,84.35994616859085,-17.791582515695083,450.0,48.32277241276599,1.606023491756881,95.0,-2.079476156333259,0.1755713602487612,0.12499567324320715
10612,70,-18.62,450.0,17.0,50,0.25874,95,1253.502,5424,2999480,1253.502,0.12499567324320715,41703.9055,41703.9055,24.414662620746633,84.35994616859085,-17.791582515695083,450.0,48.32277241276599,1.606023491756881,95.0,-2.079476156333259,0.1755713602487612,0.12499567324320715
10613,100,-17.94,450.0,16.5,47,1.13387,95,1253.502,5424,2999480,1253.502,0.12499567324320715,41703.9055,41703.9055,24.414662620746633,84.35994616859085,-17.791582515695083,450.0,48.32277241276599,1.606023491756881,95.0,-2.079476156333259,0.1755713602487612,0.12499567324320715
10614,100,-17.05,450.0,12.0,45,0.37205,95,1253.502,5424,2999480,1253.502,0.12499567324320715,41703.9055,41703.9055,24.414662620746633,84.35994616859085,-17.791582515695083,450.0,48.32277241276599,1.606023491756881,95.0,-2.079476156333259,0.1755713602487612,0.12499567324320715
7772,100,-13.29,450.0,78.0,30,66.9522,95,1128.5166,5836,2998450,1128.5166,0.1,28867.2512,28867.2512,74.97038336299924,97.95824047840065,-13.045278895657374,442.12898303250984,25.5856179164021,61.44975597422771,95.0,-2.3025850929940455,0.12194315767061978,0.1
7773,100,-13.26,450.0,78.0,25,61.88552,95,1128.5166,5836,2998450,1128.5166,0.1,28867.2512,28867.2512,74.97038336299924,97.95824047840065,-13.045278895657374,442.12898303250984,25.5856179164021,61.44975597422771,95.0,-2.3025850929940455,0.12194315767061978,0.1
7774,100,-13.24,450.0,78.0,20,66.09544,95,1128.5166,5836,2998450,1128.5166,0.1,28867.2512,28867.2512,74.97038336299924,97.95824047840065,-13.045278895657374,442.12898303250984,25.5856179164021,61.44975597422771,95.0,-2.3025850929940455,0.12194315767061978,0.1
7775,100,-13.2,410.0,78.0,23,56.37507,95,1128.5166,5836,2998450,1128.5166,0.1,28867.2512,28867.2512,74.97038336299924,97.95824047840065,-13.045278895657374,442.12898303250984,25.5856179164021,61.44975597422771,95.0,-2.3025850929940455,0.12194315767061978,0.1
7776,100,-13.18,350.0,78.0,22,50.16107,95,1128.5166,5836,2998450,1128.5166,0.1,28867.2512,28867.2512,74.97038336299924,97.95824047840065,-13.045278895657374,442.12898303250984,25.5856179164021,61.44975597422771,95.0,-2.3025850929940455,0.12194315767061978,0.1
8321,100,-13.16,450.0,63.5,36,60.56613,95,1153.705,5836,2998450,1153.705,0.1,28867.2512,28867.2512,74.97038336299924,97.95824047840065,-13.045278895657374,442.12898303250984,25.5856179164021,61.44975597422771,95.0,-2.3025850929940455,0.12194315767061978,0.1
8322,100,-13.04,450.0,78.0,32,75.6142,95,1153.705,5836,2998450,1153.705,0.1,28867.2512,28867.2512,74.97038336299924,97.95824047840065,-13.045278895657374,442.12898303250984,25.5856179164021,61.44975597422771,95.0,-2.3025850929940455,0.12194315767061978,0.1
8323,100,-12.98,450.0,78.0,29,96.55194,95,1153.705,5836,2998450,1153.705,0.1,28867.2512,28867.2512,74.97038336299924,97.95824047840065,-13.045278895657374,442.12898303250984,25.5856179164021,61.44975597422771,95.0,-2.3025850929940455,0.12194315767061978,0.1
8324,100,-12.97,450.0,78.0,26,87.9248,95,1153.705,5836,2998450,1153.705,0.1,28867.2512,28867.2512,74.97038336299924,97.95824047840065,-13.045278895657374,442.12898303250984,25.5856179164021,61.44975597422771,95.0,-2.3025850929940455,0.12194315767061978,0.1
8325,100,-12.99,450.0,78.0,20,79.83308,95,1153.705,5836,2998450,1153.705,0.1,28867.2512,28867.2512,74.97038336299924,97.95824047840065,-13.045278895657374,442.12898303250984,25.5856179164021,61.44975597422771,95.0,-2.3025850929940455,0.12194315767061978,0.1
8326,100,-12.99,450.0,78.0,20,88.45963,95,1153.705,5836,2998450,1153.705,0.1,28867.2512,28867.2512,74.97038336299924,97.95824047840065,-13.045278895657374,442.12898303250984,25.5856179164021,61.44975597422771,95.0,-2.3025850929940455,0.12194315767061978,0.1
8327,100,-12.99,450.0,78.0,18,66.01177,95,1153.705,5836,2998450,1153.705,0.1,28867.2512,28867.2512,74.97038336299924,97.95824047840065,-13.045278895657374,442.12898303250984,25.5856179164021,61.44975597422771,95.0,-2.3025850929940455,0.12194315767061978,0.1
8328,100,-13.0,450.0,78.0,21,58.52309,95,1153.705,5836,2998450,1153.705,0.1,28867.2512,28867.2512,74.97038336299924,97.95824047840065,-13.045278895657374,442.12898303250984,25.5856179164021,61.44975597422771,95.0,-2.3025850929940455,0.12194315767061978,0.1
8329,100,-12.98,450.0,78.0,23,64.63973,95,1153.705,5836,2998450,1153.705,0.1,28867.2512,28867.2512,74.97038336299924,97.95824047840065,-13.045278895657374,442.12898303250984,25.5856179164021,61.44975597422771,95.0,-2.3025850929940455,0.12194315767061978,0.1
8330,100,-13.01,450.0,78.0,27,65.39387,95,1153.705,5836,2998450,1153.705,0.1,28867.2512,28867.2512,74.97038336299924,97.95824047840065,-13.045278895657374,442.12898303250984,25.5856179164021,61.44975597422771,95.0,-2.3025850929940455,0.12194315767061978,0.1
8331,100,-12.95,450.0,78.0,23,53.79876,95,1153.705,5836,2998450,1153.705,0.1,28867.2512,28867.2512,74.97038336299924,97.95824047840065,-13.045278895657374,442.12898303250984,25.5856179164021,61.44975597422771,95.0,-2.3025850929940455,0.12194315767061978,0.1
8332,100,-12.9,410.0,78.0,25,28.34141,95,1153.705,5836,2998450,1153.705,0.1,28867.2512,28867.2512,74.97038336299924,97.95824047840065,-13.045278895657374,442.12898303250984,25.5856179164021,61.44975597422771,95.0,-2.3025850929940455,0.12194315767061978,0.1
8333,100,-12.84,430.0,78.0,22,48.14806,95,1153.705,5836,2998450,1153.705,0.1,28867.2512,28867.2512,74.97038336299924,97.95824047840065,-13.045278895657374,442.12898303250984,25.5856179164021,61.44975597422771,95.0,-2.3025850929940455,0.12194315767061978,0.1
8334,100,-12.79,450.0,78.0,22,54.97129,95,1153.705,5836,2998450,1153.705,0.1,28867.2512,28867.2512,74.97038336299924,97.95824047840065,-13.045278895657374,442.12898303250984,25.5856179164021,61.44975597422771,95.0,-2.3025850929940455,0.12194315767061978,0.1
8891,50,-14.44,450.0,18.0,47,59.08229,95,1178.7997,5836,2998450,1178.7997,0.1,28867.2512,28867.2512,74.97038336299924,97.95824047840065,-13.045278895657374,442.12898303250984,25.5856179164021,61.44975597422771,95.0,-2.3025850929940455,0.12194315767061978,0.1
8895,100,-12.88,450.0,78.0,33,64.02755,95,1178.7997,5836,2998450,1178.7997,0.1,28867.2512,28867.2512,74.97038336299924,97.95824047840065,-13.045278895657374,442.12898303250984,25.5856179164021,61.44975597422771,95.0,-2.3025850929940455,0.12194315767061978,0.1
8896,100,-12.84,450.0,78.0,30,59.97687,95,1178.7997,5836,2998450,1178.7997,0.1,28867.2512,28867.2512,74.97038336299924,97.95824047840065,-13.045278895657374,442.12898303250984,25.5856179164021,61.44975597422771,95.0,-2.3025850929940455,0.12194315767061978,0.1
8898,100,-12.72,450.0,78.0,19,32.64708,95,1178.7997,5836,2998450,1178.7997,0.1,28867.2512,28867.2512,74.97038336299924,97.95824047840065,-13.045278895657374,442.12898303250984,25.5856179164021,61.44975597422771,95.0,-2.3025850929940455,0.12194315767061978,0.1
8899,100,-12.75,450.0,78.0,21,42.63245,95,1178.7997,5836,2998450,1178.7997,0.1,28867.2512,28867.2512,74.97038336299924,97.95824047840065,-13.045278895657374,442.12898303250984,25.5856179164021,61.44975597422771,95.0,-2.3025850929940455,0.12194315767061978,0.1
8900,100,-12.76,450.0,78.0,25,48.84192,95,1178.7997,5836,2998450,1178.7997,0.1,28867.2512,28867.2512,74.97038336299924,97.95824047840065,-13.045278895657374,442.12898303250984,25.5856179164021,61.44975597422771,95.0,-2.3025850929940455,0.12194315767061978,0.1
7782,100,-12.79,390.0,73.0,24,76.95731,95,1128.5166,7241,2998510,1128.5166,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
7783,100,-12.72,450.0,69.0,23,72.7513,95,1128.5166,7241,2998510,1128.5166,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
7784,100,-12.63,450.0,67.0,22,77.70511,95,1128.5166,7241,2998510,1128.5166,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
8337,100,-12.57,450.0,76.0,27,38.2418,95,1153.705,7241,2998510,1153.705,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
8338,100,-12.5,450.0,70.5,24,46.75739,95,1153.705,7241,2998510,1153.705,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
8339,100,-12.4,450.0,67.0,24,37.71145,95,1153.705,7241,2998510,1153.705,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
8340,100,-12.33,450.0,75.0,32,49.73325,95,1153.705,7241,2998510,1153.705,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
8341,50,-12.44,450.0,70.0,32,62.06372,95,1153.705,7241,2998510,1153.705,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
8342,100,-12.25,450.0,72.5,32,70.02291,95,1153.705,7241,2998510,1153.705,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
8901,100,-12.69,450.0,78.0,29,43.82429,95,1178.7997,7241,2998510,1178.7997,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
8902,100,-12.65,450.0,77.5,23,49.04214,95,1178.7997,7241,2998510,1178.7997,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
8903,100,-12.6,450.0,76.0,23,53.43195,95,1178.7997,7241,2998510,1178.7997,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
8904,100,-12.53,450.0,75.0,23,36.71998,95,1178.7997,7241,2998510,1178.7997,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
8905,100,-12.46,450.0,220.5,25,22.83839,95,1178.7997,7241,2998510,1178.7997,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
8906,100,-12.38,450.0,73.5,25,22.66599,95,1178.7997,7241,2998510,1178.7997,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
8907,50,-12.29,450.0,67.0,27,26.72601,95,1178.7997,7241,2998510,1178.7997,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
8908,50,-12.41,450.0,55.0,38,9.20788,95,1178.7997,7241,2998510,1178.7997,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
8909,50,-12.46,450.0,30.5,38,0.31456,95,1178.7997,7241,2998510,1178.7997,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
8910,50,-12.64,450.0,15.5,42,0.0,95,1178.7997,7241,2998510,1178.7997,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
8911,50,-12.47,450.0,43.0,42,4.2945,95,1178.7997,7241,2998510,1178.7997,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
8912,50,-12.16,450.0,76.0,34,11.3392,95,1178.7997,7241,2998510,1178.7997,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
8913,50,-13.14,450.0,15.5,49,2.6574,95,1178.7997,7241,2998510,1178.7997,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
8914,50,-13.32,450.0,14.0,49,0.9644,95,1178.7997,7241,2998510,1178.7997,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
9475,70,-12.8,450.0,63.0,41,0.34335,95,1203.7987,7241,2998510,1203.7987,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
9476,50,-12.43,450.0,36.0,39,6.41448,95,1203.7987,7241,2998510,1203.7987,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
9477,50,-12.25,450.0,72.5,35,9.46483,95,1203.7987,7241,2998510,1203.7987,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
9478,50,-12.62,450.0,70.5,40,0.1856,95,1203.7987,7241,2998510,1203.7987,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
9479,50,-12.6,450.0,56.0,44,1.8803,95,1203.7987,7241,2998510,1203.7987,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
9483,50,-12.97,450.0,25.0,48,9.2737,95,1203.7987,7241,2998510,1203.7987,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
9484,50,-12.35,450.0,54.0,43,6.31119,95,1203.7987,7241,2998510,1203.7987,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
9485,50,-12.06,450.0,47.0,38,21.45535,95,1203.7987,7241,2998510,1203.7987,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
9486,50,-12.18,450.0,19.5,40,0.65214,95,1203.7987,7241,2998510,1203.7987,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
9487,50,-12.92,450.0,12.0,47,0.8878,95,1203.7987,7241,2998510,1203.7987,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
9488,50,-12.82,450.0,14.0,48,0.0,95,1203.7987,7241,2998510,1203.7987,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
10055,50,-12.85,450.0,14.5,43,1.6594,95,1228.7002,7241,2998510,1228.7002,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
10056,50,-12.15,450.0,39.5,35,25.3455,95,1228.7002,7241,2998510,1228.7002,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
10057,50,-12.62,450.0,19.5,43,20.6037,95,1228.7002,7241,2998510,1228.7002,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
10058,50,-12.82,450.0,23.0,42,15.5572,95,1228.7002,7241,2998510,1228.7002,0.1,135775.2948,135775.2948,30.330389755117658,63.857992868081034,-12.376287964568647,449.50130105701675,44.21140201125897,21.646487527616223,95.0,-2.3025850929940455,0.13988668299022894,0.1
